2024-01-19 02:46:28,948 INFO    StreamThr :281936 [internal.py:wandb_internal():86] W&B internal server running at pid: 281936, started at: 2024-01-19 02:46:28.946972
2024-01-19 02:46:28,954 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: status
2024-01-19 02:46:28,965 INFO    WriterThread:281936 [datastore.py:open_for_write():87] open: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/run-07t8wzct.wandb
2024-01-19 02:46:28,966 DEBUG   SenderThread:281936 [sender.py:send():382] send: header
2024-01-19 02:46:28,972 DEBUG   SenderThread:281936 [sender.py:send():382] send: run
2024-01-19 02:46:28,976 INFO    SenderThread:281936 [sender.py:_maybe_setup_resume():763] checking resume status for jithishj/MLOps/07t8wzct
2024-01-19 02:46:29,945 INFO    SenderThread:281936 [dir_watcher.py:__init__():211] watching files in: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files
2024-01-19 02:46:29,945 INFO    SenderThread:281936 [sender.py:_start_run_threads():1136] run started: 07t8wzct with start time 1705603588.946977
2024-01-19 02:46:29,960 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: check_version
2024-01-19 02:46:29,960 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: check_version
2024-01-19 02:46:30,089 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: run_start
2024-01-19 02:46:30,095 ERROR   HandlerThread:281936 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2024-01-19 02:46:30,095 DEBUG   HandlerThread:281936 [system_info.py:__init__():27] System info init
2024-01-19 02:46:30,095 DEBUG   HandlerThread:281936 [system_info.py:__init__():42] System info init done
2024-01-19 02:46:30,095 INFO    HandlerThread:281936 [system_monitor.py:start():194] Starting system monitor
2024-01-19 02:46:30,095 INFO    SystemMonitor:281936 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-19 02:46:30,096 INFO    HandlerThread:281936 [system_monitor.py:probe():214] Collecting system info
2024-01-19 02:46:30,097 INFO    SystemMonitor:281936 [interfaces.py:start():190] Started cpu monitoring
2024-01-19 02:46:30,098 INFO    SystemMonitor:281936 [interfaces.py:start():190] Started disk monitoring
2024-01-19 02:46:30,098 INFO    SystemMonitor:281936 [interfaces.py:start():190] Started memory monitoring
2024-01-19 02:46:30,099 INFO    SystemMonitor:281936 [interfaces.py:start():190] Started network monitoring
2024-01-19 02:46:30,106 DEBUG   HandlerThread:281936 [system_info.py:probe():151] Probing system
2024-01-19 02:46:30,108 DEBUG   HandlerThread:281936 [system_info.py:_probe_git():136] Probing git
2024-01-19 02:46:30,114 DEBUG   HandlerThread:281936 [system_info.py:_probe_git():144] Probing git done
2024-01-19 02:46:30,114 DEBUG   HandlerThread:281936 [system_info.py:probe():199] Probing system done
2024-01-19 02:46:30,114 DEBUG   HandlerThread:281936 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.35', 'python': '3.11.7', 'heartbeatAt': '2024-01-18T18:46:30.106900', 'startedAt': '2024-01-18T18:46:28.925480', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/jithish/Documents/mlops_project_0/week_1/train.py', 'codePathLocal': 'train.py', 'codePath': 'week_1/train.py', 'git': {'remote': 'https://github.com/jithsg/MLOps-Project.git', 'commit': '4023519ce799a34108fd9c7d6e2a9ef2caa37605'}, 'email': '135303624+jithsg@users.noreply.github.com', 'root': '/home/jithish/Documents/mlops_project_0', 'host': 'jithish-ThinkPad-P53', 'username': 'jithish', 'executable': '/home/jithish/.cache/pypoetry/virtualenvs/mlops-project-0-LIiUPOOO-py3.11/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2881.7026666666666, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 3098.726, 'min': 800.0, 'max': 4600.0}, {'current': 3098.7, 'min': 800.0, 'max': 4600.0}, {'current': 3220.609, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 3398.492, 'min': 800.0, 'max': 4600.0}, {'current': 3042.708, 'min': 800.0, 'max': 4600.0}, {'current': 3036.635, 'min': 800.0, 'max': 4600.0}, {'current': 3004.897, 'min': 800.0, 'max': 4600.0}, {'current': 2989.633, 'min': 800.0, 'max': 4600.0}, {'current': 3098.313, 'min': 800.0, 'max': 4600.0}, {'current': 3083.111, 'min': 800.0, 'max': 4600.0}, {'current': 3099.299, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 218.50913619995117, 'used': 147.2163429260254}}, 'memory': {'total': 46.84972381591797}}
2024-01-19 02:46:30,114 INFO    HandlerThread:281936 [system_monitor.py:probe():224] Finished collecting system info
2024-01-19 02:46:30,114 INFO    HandlerThread:281936 [system_monitor.py:probe():227] Publishing system info
2024-01-19 02:46:30,115 INFO    HandlerThread:281936 [system_monitor.py:probe():229] Finished publishing system info
2024-01-19 02:46:30,119 DEBUG   SenderThread:281936 [sender.py:send():382] send: files
2024-01-19 02:46:30,119 INFO    SenderThread:281936 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-19 02:46:30,124 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: python_packages
2024-01-19 02:46:30,124 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: python_packages
2024-01-19 02:46:30,167 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: stop_status
2024-01-19 02:46:30,167 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-19 02:46:30,168 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: stop_status
2024-01-19 02:46:30,600 DEBUG   SenderThread:281936 [sender.py:send():382] send: telemetry
2024-01-19 02:46:30,600 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:30,600 DEBUG   SenderThread:281936 [sender.py:send():382] send: telemetry
2024-01-19 02:46:30,601 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:30,601 WARNING SenderThread:281936 [sender.py:send_metric():1354] Seen metric with glob (shouldn't happen)
2024-01-19 02:46:30,601 DEBUG   SenderThread:281936 [sender.py:send():382] send: config
2024-01-19 02:46:30,603 DEBUG   SenderThread:281936 [sender.py:send():382] send: config
2024-01-19 02:46:30,784 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: log_artifact
2024-01-19 02:46:30,784 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: log_artifact
2024-01-19 02:46:30,946 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/media/table/conf_table_0_57cfb0310f6f3029f9af.table.json
2024-01-19 02:46:30,946 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/requirements.txt
2024-01-19 02:46:30,947 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/output.log
2024-01-19 02:46:30,947 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/wandb-metadata.json
2024-01-19 02:46:30,947 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/media
2024-01-19 02:46:30,947 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/media/table
2024-01-19 02:46:31,063 INFO    wandb-upload_0:281936 [upload_job.py:push():131] Uploaded file /tmp/tmp7ftwqklmwandb/vzjy091i-wandb-metadata.json
2024-01-19 02:46:31,387 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: partial_history
2024-01-19 02:46:31,529 INFO    wandb-upload_1:281936 [upload_job.py:push():131] Uploaded file /tmp/tmp7ftwqklmwandb/kmb0gluh-media/table/conf_table_0_57cfb0310f6f3029f9af.table.json
2024-01-19 02:46:31,804 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: log_artifact
2024-01-19 02:46:31,836 DEBUG   HandlerThread:281936 [handler.py:handle_request():146] handle_request: partial_history
2024-01-19 02:46:31,945 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/media/table/examples_1_c9e1c1ab872cb65e7291.table.json
2024-01-19 02:46:31,946 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/media/table
2024-01-19 02:46:32,029 INFO    SenderThread:281936 [sender.py:send_request_log_artifact():1470] logged artifact run-07t8wzct-conf_table - {'id': 'QXJ0aWZhY3Q6Njk1NTA5NTcx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEzMTYxMTk2OA==', 'latestArtifact': None}}
2024-01-19 02:46:32,029 DEBUG   SenderThread:281936 [sender.py:send():382] send: files
2024-01-19 02:46:32,029 INFO    SenderThread:281936 [sender.py:_save_file():1403] saving file media/table/conf_table_0_57cfb0310f6f3029f9af.table.json with policy now
2024-01-19 02:46:32,030 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,030 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,030 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,030 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,030 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,031 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,031 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,031 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,031 DEBUG   SenderThread:281936 [sender.py:send():382] send: history
2024-01-19 02:46:32,031 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: summary_record
2024-01-19 02:46:32,035 INFO    SenderThread:281936 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-19 02:46:32,051 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: log_artifact
2024-01-19 02:46:32,519 INFO    wandb-upload_0:281936 [upload_job.py:push():131] Uploaded file /tmp/tmp7ftwqklmwandb/b7trqud8-media/table/examples_1_c9e1c1ab872cb65e7291.table.json
2024-01-19 02:46:32,942 INFO    SenderThread:281936 [sender.py:send_request_log_artifact():1470] logged artifact run-07t8wzct-examples - {'id': 'QXJ0aWZhY3Q6Njk1NTA5NTky', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEzMTYxMTk3OA==', 'latestArtifact': None}}
2024-01-19 02:46:32,943 DEBUG   SenderThread:281936 [sender.py:send():382] send: files
2024-01-19 02:46:32,943 INFO    SenderThread:281936 [sender.py:_save_file():1403] saving file media/table/examples_1_c9e1c1ab872cb65e7291.table.json with policy now
2024-01-19 02:46:32,945 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,946 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,947 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,947 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,948 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,948 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,950 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/output.log
2024-01-19 02:46:32,950 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,952 INFO    Thread-12 :281936 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jithish/Documents/mlops_project_0/week_1/wandb/run-20240119_024628-07t8wzct/files/wandb-summary.json
2024-01-19 02:46:32,957 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,970 DEBUG   SenderThread:281936 [sender.py:send():382] send: metric
2024-01-19 02:46:32,970 DEBUG   SenderThread:281936 [sender.py:send():382] send: history
2024-01-19 02:46:32,971 DEBUG   SenderThread:281936 [sender.py:send_request():409] send_request: summary_record
2024-01-19 02:46:32,973 INFO    SenderThread:281936 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-19 02:46:33,074 INFO    wandb-upload_2:281936 [upload_job.py:push():131] Uploaded file /tmp/tmp7ftwqklmwandb/11nmgnzd-media/table/conf_table_0_57cfb0310f6f3029f9af.table.json
2024-01-19 02:46:33,689 INFO    wandb-upload_1:281936 [upload_job.py:push():89] Uploaded file /home/jithish/.local/share/wandb/artifacts/staging/tmp943sobgt
2024-01-19 02:46:33,830 INFO    wandb-upload_3:281936 [upload_job.py:push():131] Uploaded file /tmp/tmp7ftwqklmwandb/59izh0h1-media/table/examples_1_c9e1c1ab872cb65e7291.table.json
