2024-01-20 16:40:33,702 INFO    StreamThr :47108 [internal.py:wandb_internal():86] W&B internal server running at pid: 47108, started at: 2024-01-20 16:40:33.701706
2024-01-20 16:40:33,703 DEBUG   HandlerThread:47108 [handler.py:handle_request():146] handle_request: status
2024-01-20 16:40:33,707 INFO    WriterThread:47108 [datastore.py:open_for_write():87] open: /home/jithish/Documents/mlops_project_0/week_onnx/outputs/2024-01-20/16-40-20/wandb/run-20240120_164033-bigvf3t7/run-bigvf3t7.wandb
2024-01-20 16:40:33,707 DEBUG   SenderThread:47108 [sender.py:send():382] send: header
2024-01-20 16:40:33,710 DEBUG   SenderThread:47108 [sender.py:send():382] send: run
2024-01-20 16:40:33,712 INFO    SenderThread:47108 [sender.py:_maybe_setup_resume():763] checking resume status for jithishj/MLOps/bigvf3t7
2024-01-20 16:40:35,034 INFO    SenderThread:47108 [dir_watcher.py:__init__():211] watching files in: /home/jithish/Documents/mlops_project_0/week_onnx/outputs/2024-01-20/16-40-20/wandb/run-20240120_164033-bigvf3t7/files
2024-01-20 16:40:35,035 INFO    SenderThread:47108 [sender.py:_start_run_threads():1136] run started: bigvf3t7 with start time 1705740033.702121
2024-01-20 16:40:35,038 DEBUG   HandlerThread:47108 [handler.py:handle_request():146] handle_request: check_version
2024-01-20 16:40:35,039 DEBUG   SenderThread:47108 [sender.py:send_request():409] send_request: check_version
2024-01-20 16:40:35,156 DEBUG   HandlerThread:47108 [handler.py:handle_request():146] handle_request: run_start
2024-01-20 16:40:35,161 ERROR   HandlerThread:47108 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2024-01-20 16:40:35,162 DEBUG   HandlerThread:47108 [system_info.py:__init__():27] System info init
2024-01-20 16:40:35,162 DEBUG   HandlerThread:47108 [system_info.py:__init__():42] System info init done
2024-01-20 16:40:35,162 INFO    HandlerThread:47108 [system_monitor.py:start():194] Starting system monitor
2024-01-20 16:40:35,162 INFO    SystemMonitor:47108 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-20 16:40:35,163 INFO    HandlerThread:47108 [system_monitor.py:probe():214] Collecting system info
2024-01-20 16:40:35,163 INFO    SystemMonitor:47108 [interfaces.py:start():190] Started cpu monitoring
2024-01-20 16:40:35,164 INFO    SystemMonitor:47108 [interfaces.py:start():190] Started disk monitoring
2024-01-20 16:40:35,165 INFO    SystemMonitor:47108 [interfaces.py:start():190] Started memory monitoring
2024-01-20 16:40:35,165 INFO    SystemMonitor:47108 [interfaces.py:start():190] Started network monitoring
2024-01-20 16:40:35,170 DEBUG   HandlerThread:47108 [system_info.py:probe():151] Probing system
2024-01-20 16:40:35,171 DEBUG   HandlerThread:47108 [system_info.py:_probe_git():136] Probing git
2024-01-20 16:40:35,175 DEBUG   HandlerThread:47108 [system_info.py:_probe_git():144] Probing git done
2024-01-20 16:40:35,176 DEBUG   HandlerThread:47108 [system_info.py:probe():199] Probing system done
